Skills,HTML,Wireframing and Prototyping,MongoDB,Build Automation,Kubernetes,Hardware/Software Integration,Data Visualization,DevOps,User Research,Microsoft SQL Server,System Architecture Design,Azure,Virtualization VMware,Risk Management,Data Mining,Usability Testing,Security Best Practices,Cloud Architecture,Selenium,CoAP,Firewall Configuration,Cloud Native Application Development,IoT,Routing and Switching,PyTorch,Incident Response,SVN,Docker,UX Design,Git,Scalability and Performance Optimization,TCP/IP,Technical Documentation,scikit-learn,Vue.js,TensorFlow,Cassandra,ETL,Responsive Design,SQL,Performance Testing,Data Warehousing,GCP,Hadoop,Project Planning,UX/UI Design and Prototyping,MySQL,RDBMS,Computer Vision,Data Manipulation and Cleaning,Data Manipulation,UI Design,Data Modeling,Oracle,Virtualization Hyper-V,Security Auditing,Adobe XD,Cross Browser Compatibility,User Centric Design,Scrum,IT Support,Cryptocurrency development,Active Directory,Web Accessibility,System Administration,JUnit,Budgeting,Disaster Recovery Planning,Manual Testing,RESTful Architecture,Troubleshooting,React,Server Administration,Network Security,Malware Analysis,Django,Natural Language Processing,Continuous Integration/Continuous Deployment,Test-Driven Development (TDD),GraphQL,Web Development,Wireless Networking,PostgreSQL,Big Data Technologies,Android Mobile App Development,Flask,REST,Smart contracts,Integration Testing and System Testing,iOS Mobile App Development,JavaScript,AI,Machine Learning,Network Monitoring,Matplotlib,Embedded Systems,Spark,Penetration Testing,Software Design Patterns,Node.js,Sensor Integration,Kanban,VoIP (Voice over Internet Protocol),Agile Methodologies,CSS,Blockchain security,Cryptography,Flutter,Sketch,Backup and Recovery,Quality Assurance,Ethical Hacking,NoSQL,React Native,Pandas,Real-Time Systems,AWS,Angular,Responsive Web Design,Data Engineering,VPN,pytest,Memory Management and Performance Profiling,Intrusion Detection,MQTT
Admin - Extensions,0.07,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.01,0.03,0.0,0.01,0.22,0.0,0.01,0.0,0.05,0.0,0.0,0.03,0.0,0.0,0.02,0.08,0.01,0.02,0.0,0.01,0.0,0.06,0.65,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.27,0.01,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.01,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.05,0.0,0.0,0.27,0.03,0.01,0.0,0.0,0.02,0.03,0.0,0.01,0.03,0.0,0.01,0.0,0.01,0.02,0.03,0.0,0.08,0.0,0.13,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.15,0.0,0.0,0.04,0.09,0.0,0.0,0.02
Admin - File Manager,0.3,0.03,0.0,0.15,0.08,0.11,0.03,0.0,0.0,0.0,0.03,0.38,0.02,0.0,0.02,0.2,0.08,0.02,0.17,0.53,0.0,0.08,0.0,0.25,0.01,0.04,0.2,0.01,0.02,0.22,0.21,0.01,0.07,0.02,0.13,0.15,0.19,0.12,0.22,0.07,0.08,0.0,0.52,0.0,0.0,0.06,0.03,0.07,0.06,0.01,0.03,0.15,0.01,0.13,0.0,0.0,0.38,0.01,0.02,0.0,0.03,0.0,0.0,0.09,0.05,0.03,0.0,0.0,0.02,0.08,0.14,0.01,0.0,0.03,0.04,0.01,0.03,0.14,0.01,0.06,0.0,0.0,0.03,0.01,0.11,0.44,0.02,0.06,0.04,0.12,0.31,0.1,0.18,0.0,0.0,0.13,0.03,0.1,0.09,0.3,0.02,0.1,0.03,0.06,0.25,0.02,0.0,0.1,0.01,0.31,0.03,0.0,0.13,0.22,0.01,0.07,0.11,0.21,0.0,0.0,0.01,0.15,0.0,0.02,0.19
Admin - Google Analytics,0.05,0.0,0.0,0.05,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.02,0.01,0.0,0.17,0.0,0.01,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.08,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.01,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.01,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.01,0.0,0.0,0.0,0.03,0.02,0.01,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0
Admin - Languages,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.26,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.05,0.0,0.0,0.13
Admin - Newsletters,0.12,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.04,0.01,0.0,0.02,0.08,0.0,0.02,0.0,0.05,0.0,0.0,0.11,0.0,0.0,0.05,0.06,0.01,0.0,0.0,0.04,0.01,0.06,0.03,0.02,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.06,0.0,0.05,0.0,0.0,0.0,0.0,0.01,0.03,0.01,0.0,0.0,0.01,0.06,0.01,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.09,0.0,0.01,0.01,0.0,0.07,0.0,0.0,0.05,0.0,0.04,0.01,0.0,0.01,0.03,0.0,0.0,0.0,0.13,0.01,0.0,0.02,0.05,0.0,0.0,0.12
Admin - Pages,0.23,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.06,0.02,0.0,0.01,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.01,0.07,0.0,0.0,0.0,0.04,0.0,0.03,0.01,0.05,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.01,0.0,0.02,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.09,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.15,0.0,0.01,0.01,0.01,0.12,0.0,0.0,0.03,0.0,0.08,0.01,0.0,0.01,0.05,0.0,0.0,0.0,0.1,0.02,0.0,0.0,0.04,0.0,0.01,0.01
Admin - Recycle Bin,0.16,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.01,0.0,0.01,0.34,0.0,0.01,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.04,0.03,0.03,0.01,0.0,0.03,0.02,0.02,0.04,0.02,0.07,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.03,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.03,0.02,0.0,0.07,0.0,0.0,0.02,0.0,0.04,0.0,0.0,0.05,0.0,0.04,0.18,0.04,0.05,0.0,0.0,0.02,0.0,0.0,0.01,0.11,0.0,0.03,0.01,0.01,0.15,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.08,0.01,0.0,0.01,0.08,0.0,0.0,0.01
Admin - Search Engine SiteMap,0.19,0.02,0.0,0.08,0.01,0.02,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.01,0.03,0.06,0.02,0.0,0.04,0.26,0.0,0.05,0.0,0.18,0.0,0.02,0.77,0.0,0.0,0.06,0.1,0.02,0.02,0.0,0.02,0.02,0.03,0.3,0.1,0.05,0.03,0.0,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.03,0.01,0.05,0.0,0.0,0.0,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.01,0.0,0.0,0.01,0.01,0.04,0.01,0.01,0.0,0.0,0.0,0.01,0.16,0.02,0.02,0.01,0.0,0.0,0.02,0.04,0.24,0.02,0.01,0.01,0.04,0.14,0.03,0.05,0.0,0.01,0.05,0.14,0.02,0.01,0.14,0.01,0.03,0.0,0.02,0.06,0.0,0.0,0.09,0.04,0.1,0.01,0.0,0.01,0.04,0.0,0.01,0.01,0.25,0.09,0.0,0.0,0.09,0.0,0.02,0.12
Admin - Security Roles,0.16,0.02,0.03,0.01,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.24,0.01,0.12,0.0,0.01,0.05,0.01,0.07,0.73,0.08,0.01,0.01,0.06,0.06,0.02,0.2,0.07,0.0,0.15,0.01,0.02,0.02,0.07,0.07,0.09,0.15,0.09,0.02,0.03,0.0,0.0,0.48,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.04,0.12,0.0,0.0,0.0,0.03,0.01,0.04,0.0,0.18,0.07,0.0,0.0,0.0,0.01,0.0,0.0,0.09,0.09,0.01,0.02,0.0,0.02,0.0,0.1,0.0,0.0,0.03,0.0,0.01,0.18,0.01,0.14,0.01,0.01,0.22,0.07,0.1,0.07,0.04,0.03,0.06,0.02,0.0,0.24,0.02,0.08,0.0,0.0,0.15,0.09,0.02,0.03,0.04,0.47,0.01,0.0,0.01,0.05,0.0,0.03,0.38,0.14,0.0,0.0,0.19,0.23,0.0,0.13,0.11
Admin - Site Log,0.21,0.01,0.02,0.06,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.02,0.02,0.04,0.0,0.04,0.26,0.0,0.02,0.0,0.04,0.01,0.01,0.05,0.01,0.0,0.12,0.04,0.03,0.02,0.0,0.1,0.02,0.12,0.06,0.05,0.11,0.0,0.0,0.13,0.01,0.0,0.0,0.02,0.01,0.0,0.01,0.02,0.03,0.01,0.05,0.0,0.0,0.13,0.01,0.0,0.0,0.02,0.0,0.0,0.04,0.07,0.02,0.0,0.0,0.0,0.0,0.03,0.02,0.13,0.04,0.0,0.0,0.05,0.08,0.0,0.06,0.0,0.0,0.03,0.01,0.0,0.13,0.04,0.06,0.0,0.0,0.24,0.04,0.06,0.01,0.01,0.05,0.04,0.0,0.02,0.27,0.0,0.02,0.01,0.03,0.14,0.02,0.0,0.06,0.0,0.18,0.01,0.0,0.25,0.14,0.0,0.02,0.02,0.2,0.04,0.0,0.01,0.05,0.0,0.01,0.04
Admin - Site Redirection Management,0.26,0.0,0.01,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.23,0.01,0.0,0.0,0.01,0.04,0.01,0.09,0.41,0.22,0.01,0.0,0.61,0.03,0.0,0.51,0.03,0.0,0.13,0.02,0.03,0.05,0.03,0.11,0.04,0.2,0.25,0.01,0.08,0.0,0.0,0.29,0.03,0.0,0.0,0.01,0.32,0.0,0.0,0.0,0.01,0.0,0.22,0.0,0.0,0.25,0.01,0.0,0.0,0.07,0.0,0.0,0.01,0.05,0.1,0.0,0.0,0.0,0.01,0.0,0.03,0.27,0.01,0.0,0.03,0.0,0.01,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.32,0.03,0.1,0.0,0.0,0.31,0.06,0.1,0.0,0.01,0.12,0.09,0.0,0.04,0.3,0.0,0.05,0.0,0.03,0.19,0.0,0.0,0.16,0.04,0.02,0.0,0.0,0.02,0.16,0.01,0.07,0.14,0.18,0.0,0.0,0.08,0.18,0.0,0.0,0.65
Admin - Site Settings,0.37,0.03,0.13,0.08,0.07,0.0,0.04,0.0,0.0,0.07,0.0,0.34,0.03,0.0,0.04,0.04,0.07,0.02,0.09,0.21,0.02,0.11,0.0,0.06,0.04,0.0,0.14,0.03,0.01,0.21,0.04,0.06,0.04,0.0,0.29,0.1,0.22,0.09,0.1,0.25,0.0,0.0,0.23,0.01,0.0,0.04,0.06,0.11,0.02,0.01,0.06,0.14,0.01,0.24,0.0,0.0,0.41,0.02,0.0,0.0,0.01,0.0,0.0,0.06,0.08,0.08,0.0,0.0,0.01,0.02,0.09,0.15,0.22,0.05,0.08,0.02,0.05,0.11,0.0,0.07,0.0,0.0,0.14,0.01,0.06,0.26,0.03,0.05,0.0,0.05,0.42,0.16,0.16,0.0,0.01,0.15,0.09,0.01,0.04,0.45,0.01,0.07,0.17,0.04,0.33,0.04,0.01,0.22,0.04,0.09,0.0,0.0,0.11,0.37,0.01,0.05,0.12,0.29,0.13,0.0,0.03,0.14,0.0,0.0,0.1
Admin - Site Wizard,0.23,0.01,0.0,0.08,0.01,0.04,0.04,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.09,0.05,0.0,0.04,0.24,0.0,0.05,0.0,0.07,0.0,0.02,0.12,0.0,0.01,0.09,0.09,0.04,0.01,0.0,0.12,0.01,0.05,0.05,0.04,0.02,0.01,0.0,0.15,0.0,0.0,0.04,0.01,0.01,0.01,0.0,0.01,0.06,0.0,0.0,0.0,0.0,0.18,0.05,0.0,0.0,0.02,0.0,0.0,0.08,0.02,0.02,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.04,0.07,0.0,0.04,0.17,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.07,0.01,0.01,0.01,0.04,0.29,0.04,0.06,0.01,0.0,0.09,0.03,0.01,0.04,0.24,0.0,0.01,0.05,0.02,0.14,0.0,0.0,0.05,0.0,0.15,0.01,0.0,0.01,0.05,0.0,0.03,0.1,0.08,0.03,0.0,0.01,0.07,0.0,0.0,0.03
Admin - Skins,0.1,0.02,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.08,0.0,0.0,0.01,0.02,0.02,0.0,0.01,0.18,0.0,0.09,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.03,0.03,0.0,0.01,0.0,0.01,0.02,0.07,0.02,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.07,0.03,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.01,0.0,0.0,0.01,0.0,0.02,0.0,0.01,0.01,0.01,0.0,0.01,0.18,0.0,0.02,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.05,0.0,0.1,0.16,0.02,0.04,0.01,0.0,0.0,0.0,0.0,0.01,0.12,0.0,0.01,0.03,0.01,0.15,0.01,0.0,0.01,0.04,0.05,0.0,0.0,0.06,0.0,0.0,0.0,0.01,0.11,0.0,0.0,0.02,0.08,0.0,0.0,0.02
Admin - Taxonomy,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.22,0.0,0.01,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.04,0.01,0.0,0.0,0.01,0.04,0.01,0.03,0.23,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.09,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.14,0.0,0.08,0.0,0.0,0.02,0.01,0.0,0.01,0.0,0.03,0.0,0.0,0.01,0.02,0.07,0.0,0.01,0.04,0.0,0.0,0.02,0.05,0.0,0.0,0.41
Admin - User Accounts,0.37,0.06,0.19,0.22,0.04,0.01,0.09,0.0,0.01,0.05,0.02,0.21,0.01,0.01,0.09,0.14,0.17,0.04,0.1,0.65,0.0,0.12,0.01,0.23,0.05,0.08,0.04,0.02,0.01,0.11,0.2,0.02,0.05,0.05,0.19,0.16,0.13,0.09,0.23,0.23,0.06,0.0,0.18,0.02,0.0,0.03,0.04,0.06,0.01,0.01,0.03,0.06,0.09,0.1,0.0,0.03,0.14,0.01,0.06,0.0,0.02,0.01,0.02,0.05,0.04,0.15,0.0,0.0,0.04,0.12,0.22,0.14,0.0,0.04,0.05,0.01,0.13,0.13,0.05,0.23,0.01,0.0,0.12,0.01,0.08,0.21,0.05,0.24,0.01,0.1,0.36,0.03,0.33,0.0,0.01,0.07,0.05,0.09,0.05,0.31,0.02,0.04,0.08,0.09,0.24,0.04,0.01,0.17,0.07,0.33,0.01,0.06,0.24,0.32,0.01,0.03,0.15,0.31,0.12,0.0,0.02,0.34,0.0,0.08,0.07
Admin - Vendors,0.09,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.28,0.01,0.01,0.0,0.01,0.01,0.0,0.25,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.14,0.02,0.07,0.04,0.01,0.02,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.03,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.05,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.03,0.01,0.06,0.0,0.0,0.08,0.01,0.03,0.0,0.02,0.0,0.02,0.0,0.0,0.14,0.0,0.01,0.03,0.01,0.06,0.02,0.0,0.03,0.01,0.03,0.0,0.0,0.01,0.02,0.0,0.0,0.01,0.07,0.0,0.0,0.03,0.1,0.0,0.0,0.04
Admin / Host Functions,0.24,0.19,0.01,0.31,0.12,0.01,0.0,0.01,0.0,0.0,0.06,0.35,0.11,0.0,0.0,0.12,0.06,0.03,0.03,0.69,0.0,0.09,0.0,0.06,0.04,0.06,0.27,0.09,0.0,0.12,0.25,0.01,0.07,0.16,0.29,0.22,0.29,0.19,0.19,0.02,0.09,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.2,0.01,0.0,0.2,0.03,0.0,0.0,0.07,0.0,0.02,0.11,0.48,0.14,0.0,0.0,0.06,0.18,0.11,0.05,0.56,0.04,0.0,0.03,0.0,0.12,0.1,0.02,0.0,0.01,0.01,0.0,0.04,0.17,0.06,0.09,0.01,0.05,0.37,0.02,0.15,0.01,0.0,0.11,0.09,0.07,0.08,0.39,0.0,0.17,0.0,0.04,0.04,0.01,0.0,0.23,0.04,0.14,0.01,0.01,0.0,0.38,0.01,0.08,0.4,0.27,0.04,0.0,0.03,0.33,0.0,0.02,0.1
Admin Page,0.44,0.07,0.27,0.06,0.02,0.01,0.07,0.0,0.01,0.08,0.0,0.43,0.05,0.01,0.07,0.27,0.1,0.0,0.21,0.7,0.0,0.12,0.01,0.39,0.03,0.04,0.21,0.01,0.11,0.25,0.21,0.1,0.0,0.07,0.28,0.08,0.44,0.25,0.33,0.33,0.05,0.0,0.38,0.01,0.0,0.14,0.09,0.13,0.03,0.06,0.06,0.31,0.02,0.27,0.01,0.03,0.35,0.11,0.07,0.0,0.01,0.01,0.0,0.26,0.11,0.04,0.0,0.0,0.09,0.04,0.24,0.18,0.05,0.06,0.07,0.02,0.1,0.15,0.08,0.09,0.08,0.01,0.07,0.02,0.0,0.27,0.18,0.07,0.01,0.0,0.4,0.17,0.13,0.04,0.05,0.04,0.09,0.09,0.05,0.34,0.02,0.11,0.23,0.11,0.48,0.07,0.01,0.24,0.02,0.38,0.13,0.06,0.15,0.39,0.02,0.03,0.05,0.49,0.39,0.0,0.1,0.12,0.01,0.11,0.24
Administration,0.23,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.15,0.02,0.0,0.0,0.02,0.18,0.21,0.24,0.13,0.0,0.01,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.07,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.84,0.26,0.0,0.0,0.0,0.0,0.0,0.01,0.98,0.0,0.0,0.0,0.0,0.01,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.25,0.02,0.08,0.0,0.04,0.01,0.01,0.0,0.0,0.43,0.0,0.03,0.02,0.01,0.13,0.05,0.0,0.02,0.0,0.02,0.0,0.0,0.01,0.04,0.0,0.06,0.45,0.34,0.0,0.0,0.09,0.12,0.0,0.0,0.15
Administration (General),0.24,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.78,0.01,0.0,0.0,0.01,0.01,0.0,0.41,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.04,0.05,0.12,0.15,0.0,0.01,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.25,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.01,0.0,0.04,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.03,0.0,0.0,0.19,0.03,0.01,0.0,0.02,0.0,0.01,0.0,0.0,0.26,0.0,0.21,0.0,0.0,0.09,0.01,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.11,0.25,0.0,0.0,0.02,0.05,0.0,0.0,0.27
Administration (Projects),0.13,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.68,0.0,0.0,0.0,0.0,0.03,0.0,0.16,0.01,0.0,0.08,0.01,0.0,0.0,0.0,0.07,0.02,0.1,0.12,0.0,0.01,0.0,0.0,0.48,0.01,0.14,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.12,0.0,0.0,0.0,0.0,0.0,0.01,0.19,0.0,0.0,0.01,0.0,0.05,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.05,0.01,0.02,0.0,0.0,0.12,0.01,0.02,0.0,0.02,0.01,0.02,0.0,0.0,0.11,0.0,0.08,0.0,0.01,0.06,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.01,0.03,0.0,0.02,0.11,0.14,0.0,0.0,0.01,0.02,0.0,0.0,0.12
Administration - Application Links,0.3,0.04,0.02,0.2,0.11,0.01,0.02,0.0,0.0,0.0,0.0,0.27,0.01,0.0,0.0,0.01,0.03,0.01,0.27,0.58,0.0,0.01,0.0,0.19,0.03,0.01,0.07,0.02,0.01,0.11,0.05,0.04,0.01,0.0,0.17,0.09,0.11,0.29,0.02,0.05,0.0,0.0,0.17,0.01,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.08,0.0,0.37,0.0,0.0,0.27,0.03,0.0,0.0,0.02,0.0,0.01,0.09,0.02,0.15,0.0,0.0,0.01,0.04,0.02,0.05,0.01,0.03,0.01,0.01,0.01,0.01,0.0,0.12,0.0,0.01,0.01,0.0,0.0,0.14,0.01,0.01,0.0,0.0,0.42,0.04,0.1,0.02,0.0,0.04,0.15,0.0,0.01,0.34,0.0,0.03,0.0,0.05,0.26,0.01,0.0,0.24,0.06,0.02,0.0,0.0,0.0,0.26,0.0,0.08,0.39,0.4,0.04,0.0,0.01,0.28,0.0,0.0,0.22
Administration - Deprecated,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.16,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Administration - Fields,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.03,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.15,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.14,0.0,0.01,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.02
